"method","n","regret_mean","regret_se","near_optimal_mean","near_optimal_se","dose_distance_mean","dose_distance_se","rpsel_mean","rpsel_se","pmad_mean","pmad_se","unique_doses_mean","unique_doses_se","total_cost_mean","total_cost_se","n_replicates"
"CA-AB-GP",80,0.118078100348962,0.00566328289066373,0.871,0.00741039229149941,0.939672528288872,0.00922887677739926,0.211194919678557,0.00413825851284965,0.147561513307017,0.00455145135144388,10.499,0.0721609742603729,237.485,1.08241461390559,1000
"CA-AB-GP",82,0.118308323858282,0.00557006126528665,0.871,0.00757736210144509,0.935591389458788,0.00914211248408417,0.20675323559531,0.00380277904510944,0.14311442456917,0.00420323859802119,10.65,0.0742092110657903,241.75,1.11313816598685,1000
"CA-AB-GP",84,0.113492489251269,0.00535615826425758,0.88,0.00725621476064847,0.930955826544676,0.00881128147311386,0.203188807603774,0.00378038739520702,0.139849164712656,0.00419465731715526,10.797,0.0764698544436867,245.955,1.1470478166553,1000
"CA-AB-GP",86,0.106141396366356,0.00493064356798458,0.8815,0.00712450057958511,0.917493549654106,0.0087021781167097,0.197923153544801,0.00357196082327392,0.135326015277726,0.00395239929794866,10.934,0.078522670674206,250.01,1.17784006011309,1000
"CA-AB-GP",88,0.107194194785754,0.00512404707971384,0.886,0.00718021974284601,0.922683127509931,0.00892385033852148,0.196575113906482,0.00362344105875304,0.135712782005169,0.00402679486824671,11.103,0.081835738452635,254.545,1.22753607678953,1000
"CA-AB-GP",90,0.105978929703384,0.00501672424731298,0.887,0.00712613371905003,0.917768913947558,0.00901064267916975,0.193170667016989,0.00351974896678485,0.132249831340591,0.00387049472189266,11.259,0.0836116613272928,258.885,1.25417491990939,1000
"CA-AB-GP",92,0.107396016626855,0.00495137361203726,0.8805,0.00731596017439087,0.91343234090667,0.00887440332739966,0.192487120308432,0.00341098841633941,0.131783544392475,0.00375183578126686,11.401,0.0857178309720127,263.015,1.28576746458019,1000
"CA-AB-GP",94,0.10626702449584,0.00498582535338074,0.885,0.00712922336764853,0.911885586683575,0.0090125205673868,0.191672084053199,0.003565325274981,0.132150022813449,0.00389033954653161,11.561,0.0876467966383311,267.415,1.31470194957497,1000
"CA-AB-GP",96,0.104321647424407,0.0048722367290527,0.882,0.00721998117228349,0.902797341841902,0.00907475369815954,0.188431284299194,0.00349209115761754,0.128624300448573,0.003788061656781,11.695,0.0897553955538665,271.425,1.346330933308,1000
"CA-AB-GP",98,0.0964315730394976,0.0042132002365288,0.8905,0.00702204094683726,0.895598433124488,0.00843954729615848,0.18303962543501,0.00312192028069477,0.123723519447689,0.00339950031956066,11.834,0.0923307585204896,275.51,1.38496137780734,1000
"CA-AB-GP",100,0.0978923362989632,0.00414302885256551,0.8885,0.0069545751930737,0.889515933041671,0.0084272898964215,0.182533519380008,0.00303051995442294,0.123052318597227,0.0032885239142913,11.975,0.0941766650728526,279.625,1.41264997609279,1000
"CA-AB-GP",102,0.0941339414288362,0.00394436711911046,0.8895,0.00693453948275138,0.886458010649045,0.00846825503190819,0.17915542802595,0.00307210383231073,0.120820750310775,0.00332795541578828,12.112,0.0963365804704357,283.68,1.44504870705654,1000
"CA-AB-GP",104,0.0924606936380199,0.00374890295989336,0.894,0.00676829445353922,0.882333403950675,0.00828810501840977,0.176260700518017,0.00277688076654566,0.118041517868685,0.00301890875506563,12.251,0.0983650073688539,287.765,1.47547511053281,1000
"CA-AB-GP",106,0.0905551153865218,0.0035876880383528,0.899697580645161,0.00651837141271579,0.882350098120083,0.00807114397618463,0.174512250173192,0.00279500133360161,0.116799737431614,0.00306077250752292,12.3064516129032,0.0966907455716615,290.596774193548,1.45036118357492,992
