"method","n","regret_mean","regret_se","near_optimal_mean","near_optimal_se","dose_distance_mean","dose_distance_se","rpsel_mean","rpsel_se","pmad_mean","pmad_se","unique_doses_mean","unique_doses_se","total_cost_mean","total_cost_se","n_replicates"
"AB-GP",60,0.0732434443299129,0.00370472006040714,0.898,0.00656803921571264,0.880754378821968,0.00811417562841835,0.186728983915668,0.00266742334333705,0.122570064247314,0.0029669061815131,14.03,0.0848781733091865,200.3,0.848781733091865,1000
"AB-GP",62,0.0682117430032412,0.00309839604185634,0.8995,0.00637890589681651,0.866354671931567,0.00769693007671672,0.182170486904307,0.00240859349843644,0.118745921457252,0.00269532012736313,14.302,0.0910554066878353,205.02,0.910554066878353,1000
"AB-GP",64,0.0668880947950066,0.00305728539138606,0.9015,0.00641005763147562,0.860615317599257,0.00800257394626619,0.178628923042662,0.00235431625184123,0.116440301974168,0.00263462793517742,14.576,0.0967863192377497,209.76,0.967863192377497,1000
"AB-GP",66,0.0693806973740987,0.003492046363117,0.9,0.00648398350106183,0.85676231278432,0.00854192332168788,0.177994444063162,0.00260433852414197,0.116618859284095,0.00282851244345091,14.863,0.102785192492867,214.63,1.02785192492867,1000
"AB-GP",68,0.0662101149376291,0.00310067904855077,0.9035,0.00632279429743905,0.848815851670824,0.00840666496636627,0.172275725337894,0.00229039499427078,0.111944543748771,0.00253991031344061,15.119,0.107705336169753,219.19,1.07705336169753,1000
"AB-GP",70,0.0657565440393286,0.00293915935448455,0.9045,0.00625850772300545,0.843579783693324,0.00823178529804041,0.169086746186274,0.00210871507999308,0.109942813293999,0.00231949287363063,15.369,0.112558911279865,223.69,1.12558911279865,1000
"AB-GP",72,0.0661896195649604,0.00303960873532179,0.902,0.00635896504444209,0.841730065233197,0.00851925043822226,0.167048021080905,0.0022398057930067,0.108641503886739,0.00246313483093196,15.628,0.117522029540965,228.28,1.17522029540965,1000
"AB-GP",74,0.0639667684788216,0.00288378430905601,0.905,0.00624611991671742,0.839490710900888,0.00837729976624543,0.163333001982344,0.00219613423618824,0.105677336423442,0.00241213967568098,15.844,0.12236272568326,232.44,1.2236272568326,1000
"AB-GP",76,0.0621308822338723,0.00281962374312771,0.907,0.00619591715481973,0.834662283776142,0.0083750414284351,0.160540607711018,0.00209818698608834,0.103618679762512,0.0022972966226755,16.075,0.127080779524382,236.75,1.27080779524382,1000
"AB-GP",78,0.0612854689825211,0.00286714237968435,0.9105,0.00610549154671653,0.828623463515399,0.00866424896605648,0.161032216866312,0.00236571201531169,0.105239022398053,0.00256417753056592,16.278,0.130750953387774,240.78,1.30750953387774,1000
"AB-GP",80,0.0609169099953266,0.00286792612701521,0.9145,0.0059561082281323,0.830084643254657,0.00863190173821904,0.156870785258364,0.00213929017239427,0.101959194942261,0.00236078354263748,16.482,0.134513084009585,244.82,1.34513084009585,1000
"AB-GP",82,0.0598442049182376,0.00283205595173675,0.9145,0.0059561082281323,0.824966609265907,0.0088168503252943,0.152152174027813,0.00193467421425138,0.0974675879475283,0.00215922409479996,16.652,0.137228742352787,248.52,1.37228742352787,1000
"AB-GP",84,0.059392740833964,0.00285536218772834,0.915,0.0059422479172709,0.821966609265907,0.00884669219906915,0.150952187687743,0.00203942772511536,0.0978403711343974,0.00226121242527932,16.813,0.139482925429912,252.13,1.39482925429912,1000
"AB-GP",86,0.057534979875364,0.00275464469403625,0.9185,0.00584310635637346,0.818398827808851,0.00891143970538107,0.147801450259048,0.00184987023249732,0.0957567431077172,0.00208653377676413,16.945,0.140924926236755,255.45,1.40924926236755,1000
"AB-GP",88,0.0564058547727062,0.00265862140243365,0.921,0.00576994733877982,0.817570400684105,0.0089920113353262,0.145529773521612,0.00181859067564957,0.0948628489021453,0.00205096585650116,17.066,0.142076844805302,258.66,1.42076844805302,1000
"AB-GP",90,0.0560364135229425,0.00271920584283894,0.92,0.00579945114934453,0.810395541454041,0.00919867351400803,0.143502352366009,0.00178221907080049,0.0931269524514597,0.00200279281013231,17.197,0.142648307173761,261.97,1.42648307173761,1000
"AB-GP",92,0.0555632761668923,0.00271449797578052,0.923,0.00575361661080264,0.804152900766922,0.00929535017822091,0.142032757568095,0.00179794455106557,0.0919959545429007,0.0020045011828224,17.311,0.143418436220201,265.11,1.43418436220201,1000
"AB-GP",94,0.0531132504993767,0.002475008045869,0.9245,0.00566408261167083,0.801120653215799,0.00923725447930236,0.140797955232402,0.00188752619172909,0.0918670007379194,0.00207071797411616,17.422,0.144286987406123,268.22,1.44286987406123,1000
"AB-GP",96,0.0526311866865003,0.00243348656751075,0.925,0.00564861991170471,0.795002619227049,0.00932359349765167,0.138461499615392,0.00185275696577468,0.0900303975408728,0.00203361250529275,17.529,0.14476918566158,271.29,1.4476918566158,1000
"AB-GP",98,0.0499416907691299,0.00227240032867788,0.93,0.00548909192217894,0.78802062420762,0.00947341110163784,0.13642637159577,0.00183184464288818,0.0889746807614102,0.00204044543803189,17.618,0.145262442417774,274.18,1.45262442417774,1000
"AB-GP",100,0.0511167351360275,0.00221185874004002,0.9225,0.00572507873539976,0.785716298717855,0.00935652597371356,0.135646135008509,0.00182588638507224,0.0882371419517132,0.00199900738860655,17.704,0.145160102836335,277.04,1.45160102836335,1000
"AB-GP",102,0.0515711282784231,0.00242643853793551,0.9265,0.00564620488732296,0.784763264894739,0.00948857952144359,0.134096537451399,0.00173074587392702,0.087265140175972,0.00191625422356016,17.794,0.145053799000938,279.94,1.45053799000938,1000
"AB-GP",104,0.0500098097584028,0.00226427961857947,0.9275,0.0056147373291433,0.781438124124803,0.0095458911755566,0.130246530484897,0.00149655470980006,0.0836299919583799,0.00169028009475524,17.874,0.144883108453384,282.74,1.44883108453384,1000
"AB-GP",106,0.0479199223464909,0.00230701773581387,0.9345,0.00538411912375077,0.774449556395755,0.00986988767015758,0.128467415790376,0.00153975846711648,0.0825575709625217,0.0017407254017753,17.957,0.144886656194224,285.57,1.44886656194224,1000
"AB-GP",108,0.0492772898620817,0.00257932919991351,0.929,0.00556686536481618,0.768394656256518,0.0101323587340581,0.128394458360607,0.00170854670830949,0.0827278611588144,0.00189748943249782,18.034,0.145051314657551,288.34,1.45051314657551,1000
"AB-GP",110,0.0472700234389942,0.0023331407812644,0.9325,0.00545192383232501,0.767241088361835,0.00996422498288212,0.126806272245358,0.00168206648288828,0.0815954032617698,0.00188285407274946,18.106,0.14491295236715,291.06,1.4491295236715,1000
"AB-GP",112,0.0464990971981813,0.00213400331679402,0.937,0.00524962461120398,0.764710202063445,0.00998338639300993,0.125879498700838,0.00165060850428026,0.0807315244886476,0.0018434843716123,18.164,0.144934847811388,293.64,1.44934847811388,1000
"AB-GP",114,0.0446800489941411,0.00208175499074286,0.941,0.00510343463219086,0.761553347813953,0.0100719948025219,0.122613962826021,0.00153642465064908,0.0779692655188128,0.00174131692312875,18.228,0.144702988756124,296.28,1.44702988756124,1000
"AB-GP",116,0.0453288845500491,0.00218975244473433,0.9405,0.0051707336507005,0.756053347813953,0.0102777375611407,0.123237609510083,0.00176039718742336,0.0787686339391921,0.00192688463278743,18.288,0.144388032412329,298.88,1.44388032412329,1000
"AB-GP",118,0.0434617692748075,0.00193098018329885,0.9435,0.00500827643334839,0.751606886700457,0.0102128382247503,0.12114565520796,0.0015643899836229,0.0771984255595649,0.00174983954514527,18.345,0.144439737738054,301.45,1.44439737738054,1000
"AB-GP",120,0.0429144299904797,0.0020478187686688,0.946,0.00491000082567285,0.750482280002087,0.0103090031125728,0.119025542947255,0.00150197219965053,0.0756440968072064,0.00169560528916444,18.399,0.144328201089148,303.99,1.44328201089148,1000
"CA-AB-GP",20,0.0414458490164262,0.0024400227066248,0.9895,0.00237600408151909,1.01110307461606,0.00286287560629567,0.391611368103926,0.00516437196027423,0.287391418183839,0.00634277177566883,5,0,70,0,1000
"CA-AB-GP",22,0.0418151902048778,0.00241328849657646,0.9865,0.00275233088950535,1.00750149575585,0.00342669222961247,0.321321829222686,0.00418851559602013,0.225714088571804,0.00512183146024424,5.054,0.00715088352129547,72.54,0.0715088352129547,1000
"CA-AB-GP",24,0.0487919961369364,0.00315741738774247,0.9775,0.0037091114175106,1.01577173638655,0.00423166502555754,0.280762408334082,0.00378725196926872,0.19381521871708,0.0045350657489986,5.137,0.0135799637486783,75.37,0.135799637486783,1000
"CA-AB-GP",26,0.0664926814284007,0.00433261585866472,0.953,0.00513004067404122,1.02221205728722,0.00563535107120675,0.269901647361456,0.00420845197929667,0.189897973994502,0.0048638192865653,5.357,0.0195431044855451,79.57,0.195431044855451,1000
"CA-AB-GP",28,0.0798544060855494,0.00496685984704325,0.926,0.00656255034777388,1.01969134033897,0.00599571637764524,0.259184268085497,0.00437654506148929,0.183615705762648,0.00500010846927933,5.676,0.0272353770997533,84.76,0.272353770997533,1000
"CA-AB-GP",30,0.106376932235996,0.00617739252301246,0.8845,0.00799835756413301,1.03084615042586,0.00772995207478252,0.268860844798029,0.00510843392994191,0.197078931055743,0.00569933596269602,6.204,0.0296185965444222,92.04,0.296185965444222,1000
"CA-AB-GP",32,0.0998851853182456,0.00574047924115181,0.8865,0.00777355634045179,1.0136114203466,0.00751656247519323,0.256206000361067,0.00477625177036336,0.18644663374857,0.00534739380597817,6.695,0.0306743527383369,98.95,0.306743527383369,1000
"CA-AB-GP",34,0.107570766755099,0.00606335523772984,0.869,0.00814895118437983,1.01402954135989,0.00790144490962035,0.250367961415216,0.00478928400844828,0.181540045650398,0.00534247312019097,7.118,0.0307411942029099,105.18,0.307411942029099,1000
"CA-AB-GP",36,0.104241281890414,0.00582887721748892,0.863,0.0082035540041069,0.997319764220866,0.00809107772399716,0.237973963354466,0.00452007804021792,0.170339315364014,0.0050052697367196,7.481,0.0307991491373964,110.81,0.307991491373964,1000
"CA-AB-GP",38,0.108478511393754,0.00622081690187674,0.8625,0.00824085321199581,0.999903361454996,0.00868784514232365,0.234884308362259,0.00464834417935001,0.169593413363098,0.00512542880285271,7.793,0.0316093364395735,115.93,0.316093364395735,1000
"CA-AB-GP",40,0.101291910698309,0.0055832502805899,0.8595,0.0082205430068413,0.979215972802668,0.00784538986557452,0.223021249539187,0.0040030252102462,0.158784924497855,0.00444818254076978,8.089,0.0318762465653517,120.89,0.318762465653517,1000
"CA-AB-GP",42,0.102740330309364,0.00578795913631805,0.866,0.00794399818146424,0.981016747836203,0.00811098443467549,0.222365821778478,0.0044170161081331,0.159852236187307,0.00485621958542376,8.379,0.0329308888954344,125.79,0.329308888954344,1000
"CA-AB-GP",44,0.0898803378390615,0.00546649016905365,0.882,0.00745866151743271,0.971737740193258,0.00805137906992264,0.212054324293403,0.00402638473320456,0.151330754262773,0.00443729050473525,8.641,0.0346600680945713,130.41,0.346600680945713,1000
"CA-AB-GP",46,0.0912724394179206,0.0053929694970975,0.88,0.00749374113218199,0.965651953755631,0.00794183788049698,0.211260647901896,0.0042143038254849,0.150441348309984,0.00460048744044056,8.882,0.0361577568909271,134.82,0.361577568909271,1000
"CA-AB-GP",48,0.0790413755794105,0.00460658990146631,0.893,0.00700714635926067,0.94555082759614,0.00717646960993973,0.194270180084332,0.00330594003452819,0.13404301522036,0.0036905319638629,9.114,0.0385030711305798,139.14,0.385030711305798,1000
"CA-AB-GP",50,0.0783801235872467,0.00469006635680835,0.8955,0.00699132524122778,0.945130041324147,0.00772006325411006,0.191847031564358,0.00342213372755013,0.132227812381381,0.00380621512650914,9.343,0.0408046077792204,143.43,0.408046077792204,1000
"CA-AB-GP",52,0.0785103612242633,0.00461596801430264,0.8965,0.00704182769864027,0.944861725795525,0.00763829117564794,0.186656245846656,0.00337070134771791,0.128604454619735,0.00370967259050841,9.562,0.043266939203369,147.62,0.43266939203369,1000
"CA-AB-GP",54,0.0776812767441536,0.00462396712066023,0.8955,0.00699132524122778,0.935360364542791,0.00791307710026313,0.182992381896182,0.00343726489426012,0.12565811166431,0.00379062236535417,9.78,0.0458443202774531,151.8,0.458443202774531,1000
"CA-AB-GP",56,0.0755062892061185,0.00457551847822364,0.9015,0.00686256838544031,0.933268269496965,0.00794250777679039,0.178475374928703,0.00320938973759031,0.12184597508774,0.00356204605255681,9.999,0.0489018444477342,155.99,0.489018444477342,1000
"CA-AB-GP",58,0.0700935396734461,0.00393372681738976,0.903,0.00682917547275201,0.924181385908026,0.00733390437856999,0.171748820411879,0.0027601000807337,0.116061967641877,0.0030628620463265,10.209,0.0522307098079956,160.09,0.522307098079956,1000
"CA-AB-GP",60,0.0699323034321822,0.00380645499893261,0.9055,0.00662296109105388,0.918734924794529,0.00733570689723787,0.17088484872501,0.00283133924548996,0.116256505385624,0.00311649498980193,10.446,0.0557511631465406,164.46,0.557511631465406,1000
"CA-AB-GP",62,0.0668342336488357,0.00352366707030654,0.9115,0.00636067670992704,0.910452102593935,0.00743156777393581,0.166014885664582,0.00267479405613825,0.111958763357685,0.00294204147629349,10.664,0.0584167485958994,168.64,0.584167485958994,1000
"CA-AB-GP",64,0.0632903446622881,0.00364466801997756,0.9145,0.00632295261169414,0.903261639540586,0.00813991588577512,0.164599268219445,0.00293403839962238,0.111272592098344,0.00318077770312725,10.906,0.061635727974633,173.06,0.616357279746331,1000
"CA-AB-GP",66,0.0604588251792852,0.00322432146745657,0.9195,0.00614878504727215,0.896238687204549,0.00760827117393247,0.160484425096851,0.00264885664513477,0.106755530167417,0.00288304829273609,11.139,0.065421395269124,177.39,0.65421395269124,1000
"CA-AB-GP",68,0.0597257911248922,0.00301184143211924,0.921,0.00606595382407382,0.892002619227049,0.00754859515567355,0.158229483759136,0.00265096209096835,0.105342460220112,0.00286343213634557,11.358,0.0694165301254294,181.58,0.694165301254295,1000
"CA-AB-GP",70,0.0572189638126484,0.00295963436896776,0.9265,0.00586362789850551,0.88701733785281,0.00798460842801165,0.15411094402919,0.00260221834998688,0.101404084906245,0.00280999285466145,11.572,0.0729529858068752,185.72,0.729529858068752,1000
"CA-AB-GP",72,0.0561404697051475,0.00283519572187052,0.9305,0.00574044446908972,0.884481803946878,0.0077728495634284,0.151295272839399,0.00233283672187978,0.0990164874139618,0.00252003920916492,11.8,0.0765497214878007,190,0.765497214878007,1000
"CA-AB-GP",74,0.0566594084037284,0.00286549728916738,0.925,0.00590846087487341,0.873467085321116,0.00806443554377799,0.149019472173974,0.00231460431322615,0.097203071112445,0.00250907749398031,12.018,0.0807601275271294,194.18,0.807601275271294,1000
"CA-AB-GP",76,0.0582706110746322,0.00287296364547805,0.921,0.00606595382407382,0.867502619227049,0.00810491579446507,0.14937822993269,0.00233805800815143,0.0985841160234459,0.00252321604976412,12.217,0.0852477458832677,198.17,0.852477458832677,1000
"CA-AB-GP",78,0.0570003424796895,0.00274642095315564,0.9205,0.00612104706869807,0.861802085155482,0.00824411736021163,0.145369473176093,0.00218773339581648,0.0945694844122713,0.00235194521819032,12.402,0.0900249993085282,202.02,0.900249993085282,1000
"CA-AB-GP",80,0.0581060499110189,0.00300567842024242,0.919,0.00616254630627446,0.858504544329126,0.00851431712646648,0.144619277981108,0.00242746180969699,0.0941461520389658,0.00259421220152901,12.597,0.0939330315406376,205.97,0.939330315406376,1000
"CA-AB-GP",82,0.0560085479283685,0.00284105798099413,0.922,0.00599599465909969,0.853298798800672,0.00846759676068275,0.142826263696385,0.00225332334150471,0.0928522395997971,0.00242472496426382,12.788,0.0979727240340629,209.88,0.97972724034063,1000
"CA-AB-GP",84,0.0532877301854683,0.00266384314891956,0.93,0.00571249793283399,0.849192197082874,0.00848311273601428,0.141125333610998,0.0023850456628931,0.0914986972187533,0.00253917379738888,12.953,0.100632588746976,213.53,1.00632588746976,1000
"CA-AB-GP",86,0.052222306659504,0.0024181446161371,0.928,0.00573139152814121,0.844316803781243,0.00837339672628652,0.138712601930224,0.00219800769497886,0.0896233924689363,0.00232659178426348,13.131,0.104089738560886,217.31,1.04089738560886,1000
"CA-AB-GP",88,0.0516384533990611,0.0024031732076113,0.9325,0.00558793118917681,0.843452842750565,0.00844021782928588,0.136813860820917,0.00203540001374753,0.0888947859494856,0.00217469441967786,13.315,0.107159965744014,221.15,1.07159965744014,1000
"CA-AB-GP",90,0.0502599315654907,0.00217974310408308,0.9325,0.00558793118917681,0.838041915543001,0.00841739605813608,0.132143893625156,0.00167457150873794,0.0842164503855329,0.00184694938426354,13.49,0.110770800169405,224.9,1.10770800169405,1000
"CA-AB-GP",92,0.0495300459842975,0.00230504504713755,0.9355,0.00544236799282898,0.833917308844632,0.00867386278296485,0.130930752491544,0.00178760573982409,0.0830962464332165,0.00193398597288761,13.661,0.114469132005891,228.61,1.14469132005891,1000
"CA-AB-GP",94,0.0493560342555501,0.00212738023832413,0.9355,0.00544236799282898,0.832506381637068,0.00857920061934273,0.131228721767433,0.00185745623459234,0.0838863467343788,0.00197020062828404,13.832,0.118134379973536,232.32,1.18134379973536,1000
"CA-AB-GP",96,0.0501078039932643,0.00240326112682461,0.9355,0.00548815723807818,0.832210202063445,0.00880321688044404,0.129493275466751,0.00203629720107215,0.0824562971265071,0.00216559212293054,13.981,0.121356361046162,235.81,1.21356361046162,1000
"CA-AB-GP",98,0.0484559448712342,0.00216454366656179,0.9395,0.00525522286562305,0.829378488583889,0.00874176439874438,0.127642482054637,0.00178549227126925,0.0810165958386645,0.00192063466187144,14.146,0.124909112102706,239.46,1.24909112102706,1000
"CA-AB-GP",100,0.0466793013260693,0.0019307220626833,0.9415,0.00518214285837477,0.824728207044016,0.00871549002733373,0.125395561560564,0.00161077087327294,0.0794418032593357,0.00174963143065196,14.313,0.127903832586793,243.13,1.27903832586793,1000
"CA-AB-GP",102,0.0476145710480077,0.00200059006276836,0.937,0.00539073835945133,0.821767027304759,0.0088393262322837,0.125693769596029,0.00173703802483625,0.0803462219850722,0.00184305686857097,14.474,0.130982748789604,246.74,1.30982748789604,1000
"CA-AB-GP",104,0.0468753191474294,0.00231752728233889,0.94,0.00523712014636168,0.817171381802703,0.00920396389862669,0.12432202440266,0.00175451608385804,0.0792819710024208,0.00190876006458661,14.609,0.133348794148657,250.09,1.33348794148657,1000
"CA-AB-GP",106,0.0462117039737165,0.00209706864349935,0.94,0.00523712014636168,0.818760454595139,0.00915624298871762,0.122494640412784,0.00170012052989021,0.0778954598682502,0.00183918924773882,14.742,0.136073332993471,253.42,1.36073332993471,1000
"CA-AB-GP",108,0.0453153912608544,0.00186602057340161,0.941,0.00520058131808801,0.812435313825203,0.00908800720008451,0.121988400831973,0.00165784420356203,0.0778902262745309,0.00176183281820084,14.865,0.138556750008698,256.65,1.38556750008699,1000
"CA-AB-GP",110,0.0449120884365427,0.0018601651257826,0.942,0.00516359009436871,0.80802110026283,0.00908502914952298,0.119983105253762,0.00156055928122075,0.0761751147873371,0.00166645700840337,14.999,0.140458989487066,259.99,1.40458989487066,1000
"CA-AB-GP",112,0.0420957335630873,0.0015636101840235,0.945,0.005,0.803574639149334,0.009147269519783,0.117798589808327,0.00145461501429234,0.0744214991769729,0.00158752751620443,15.135,0.142573146497165,263.35,1.42573146497165,1000
"CA-AB-GP",114,0.0417003491224826,0.00155185128451524,0.947,0.00492089577365902,0.803746212024588,0.00907719615068168,0.116670927062253,0.00141983295376148,0.0736906689124433,0.00155840161888773,15.264,0.144710902302644,266.64,1.44710902302644,1000
"CA-AB-GP",116,0.0413510596726621,0.00154418298836334,0.9485,0.00486018223643634,0.801124891681028,0.00918446133809697,0.115001064655059,0.00138785636380534,0.0723039842445825,0.00152799749881603,15.393,0.146533351231121,269.93,1.46533351231121,1000
"CA-AB-GP",118,0.041769354337485,0.00164478902254418,0.9475,0.00495159249820381,0.801331998462214,0.00917531994596936,0.113954955097891,0.00145657997533111,0.0719734947121551,0.00160428042216929,15.505,0.14822261954555,273.05,1.4822261954555,1000
"CA-AB-GP",120,0.0415503545972124,0.00173007877714213,0.95,0.00479823123901121,0.798914498545032,0.00927419735350224,0.113074960979631,0.00144991136616734,0.0716061402060643,0.00160656546393927,15.632,0.150030280560576,276.32,1.50030280560576,1000
"IND-GP",20,0.0536267613280542,0.00365747602902156,0.9815,0.00298607881119482,1.02762769162802,0.00491255047602244,0.506728294035022,0.00550895195279397,0.392383550622085,0.00669346086139481,5,0,70,0,1000
"IND-GP",22,0.129796594841958,0.00616267606891216,0.8665,0.00727878635012258,1.09557175421011,0.00894298300048787,0.526163137520799,0.00584691092834306,0.424889963829904,0.00706921433185074,5.982,0.00420638724961144,81.82,0.0420638724961144,1000
"IND-GP",24,0.168889065636245,0.00696113707762226,0.794,0.00911850575188431,1.10395727330346,0.0107839790707938,0.531091862588768,0.00581319456102403,0.440910184026349,0.00690272666299806,6.826,0.0124047522296045,92.26,0.124047522296045,1000
"IND-GP",26,0.196455511985138,0.00732041909052043,0.755,0.00967308474937383,1.10753396681366,0.0116790793563151,0.520725413986683,0.00596831145484039,0.436863437682722,0.00703836076388784,7.56,0.0194107386973494,101.6,0.194107386973494,1000
"IND-GP",28,0.205650578851581,0.00733464146407331,0.7415,0.00969648244322506,1.08641390691767,0.0122078615758181,0.502581017522198,0.00599613842526203,0.423931984286987,0.00698259651582912,8.187,0.0249931121642675,109.87,0.249931121642675,1000
"IND-GP",30,0.204983972662888,0.00717663602516266,0.7415,0.0096447276151673,1.05864290277585,0.0120998429701312,0.487328786239705,0.00589616075233625,0.412932184809834,0.00686221962501661,8.729,0.0290930473722745,117.29,0.290930473722744,1000
"IND-GP",32,0.203286868150202,0.00704389593408527,0.75,0.0095179089400241,1.03364399992716,0.0123052464501735,0.468086815451994,0.0059714725779713,0.396179312411504,0.00690275119620491,9.211,0.0329479068313082,124.11,0.329479068313082,1000
"IND-GP",34,0.208636202875073,0.0071628069601716,0.7525,0.00962217939639125,1.03293048568116,0.0124057745907266,0.447107422426383,0.00597393979439788,0.376601354120506,0.00681074539509839,9.64,0.0355761952106414,130.4,0.355761952106414,1000
"IND-GP",36,0.20104071469025,0.00703188365479875,0.766,0.00950443761273303,1.01114050356712,0.0123660311067183,0.438634208620096,0.00594716701262919,0.371350436323914,0.00674132569607821,10.039,0.0373211986928592,136.39,0.373211986928592,1000
"IND-GP",38,0.198711398686949,0.00714063433267529,0.769,0.00933949817850115,0.999168103510697,0.0125697022653485,0.424789578104599,0.00593390196647333,0.358420966759841,0.00671245479614569,10.407,0.0385595362762292,142.07,0.385595362762292,1000
"IND-GP",40,0.199501556165301,0.00706900321578815,0.7735,0.00940937225782285,0.9842598988086,0.0128033242860214,0.415645617641787,0.00590697011505288,0.351035805780196,0.00664587021673605,10.779,0.0402961881917233,147.79,0.402961881917233,1000
"IND-GP",42,0.19685214474133,0.00682739669092046,0.7765,0.00910387997672589,0.967230937612287,0.012669929267505,0.404799455997613,0.00582657739936948,0.34135116550421,0.00654668801314447,11.168,0.0424449947293857,153.68,0.424449947293857,1000
